"filename", "language", "TypeScript", "Ignore", "Docker", "YAML", "JavaScript", "JSON", "Markdown", "Shell Script", "TypeScript JSX", "JSON with Comments", "PostCSS", "MS SQL", "comment", "blank", "total"
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/shared/src/permissions.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/shared/src/roles.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/shared/src/schemas.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 79
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/shared/src/types.ts", "TypeScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 95
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/shared/tsconfig.build.json", "JSON", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/ui/package.json", "JSON", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/ui/src/components/empty-state.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/ui/src/components/page-shell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 3, 23
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/ui/src/components/permission-badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/ui/src/index.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/ui/tsconfig.build.json", "JSON", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/home/jaugustyniak/Documents/repos/github/s3gator/playwright.config.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"/home/jaugustyniak/Documents/repos/github/s3gator/playwright.integration.config.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/home/jaugustyniak/Documents/repos/github/s3gator/pnpm-lock.yaml", "YAML", 0, 0, 0, 5134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1271, 6405
"/home/jaugustyniak/Documents/repos/github/s3gator/pnpm-workspace.yaml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/jaugustyniak/Documents/repos/github/s3gator/scripts/dev-bootstrap.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 9, 28
"/home/jaugustyniak/Documents/repos/github/s3gator/scripts/integration-bootstrap.mjs", "JavaScript", 0, 0, 0, 0, 326, 0, 0, 0, 0, 0, 0, 0, 1, 66, 393
"/home/jaugustyniak/Documents/repos/github/s3gator/scripts/integration-test.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 5, 14
"/home/jaugustyniak/Documents/repos/github/s3gator/scripts/integration-up.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 5, 14
"/home/jaugustyniak/Documents/repos/github/s3gator/test/e2e-integration/stack.spec.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 95
